category,text
Negative , Hahaha last dialogue with malaysian language
Positive , GV..pesama nee music laye irupa..athuthan unaku Nalla varuthu..
Positive , Asuran trailer no 1 go nice good
not-Tamil , are yar ye tkla fir se kese young ho gya
unknown_state , Enga ooru pakkam thaa Shooting Etuthaanga
Negative , Thalaivaa unakku nigar nee mattum than love you thalaivaa marana waiting 19 th july
Positive ," best wishes to the team! 'saavaratha iruntha sanda pottu saavanum sir, kaalila vizhundhu saava koodathu'"
Mixed_feelings , Athanala than India la superhero illiya enga Ella mugup panni vanthi edukura case
Negative , Veera maas... Thalaiva Die Hard Fan From Andhra
Positive , Thala yoda dialogue delivery ovvonrum sema mass Vera level  Thala you are great
Negative ," Oruthar mela viswasam kaata(kaasu , thudtu,money) mathavanga mela yean pazhili poduringa ? Correct thala"
Positive , Response koreva irukku nu nenaikkathingge after movie release vera level le block buster agum
Positive , I am STR ßlood .......nkp vera level....thala mass
Positive , Ajith morratu veriyans hit like here guys
Negative , 45k dislike kunji boy fans
Negative , Trailer therikudhu.... Thool parakudhu... Coming pongalukku petta paaaraaak.......
Positive , VS annan eppothum semma Love from kerala
Positive , Trailer hey pakka verithanama iruku padam epudi iruka pothey intha deepavali kaithi deepavali than
Positive , OruthaR mela Neenga Visvasam kaatrathukaaga🧐  Inorthara yen neenga asingapaduthringa   Thala
Positive , Ajith Fans Dislike Panna Mattum Pongal Ku Varama Poiduvom Ah
Positive , Thalaivan yeppavume vera level tha
Positive , Thala mass     Eva enna venalum sollatum     Engaluku bayam illa
unknown_state , Sivakarthikeyan Kerala fans hit like
Positive ," Karthik amazing , thalaiver Rajini so young look semma Pongal Marana mass than🤗"
Positive , Mass semmayya iruggu super star style mass than
Positive , Thala in NERKONDAPARVAI padam vetri pera thalaivar rasigargalin sarbaga valthukal
Positive , Sema sema Ajith na pakka mass
Positive , Jai thalaiva 68 la superb style
Mixed_feelings , Enna da jentelman Padatha thirumbha eaduthu vachirukkinga........
Negative , Ennangada kgf bgm ha modify pannittingala
Negative , Guys Dailyu Atleast 10 times aavathu paarunga please views romba kamiyya irukku
Positive , Thalaiwaaaaaaa........... Va va va ipo vaangadaww
unknown_state , Hero movie trailer evolo peru wait pandringa like pannunga
Positive , petta visvasam pongal get ready fans parrrraaaaakkksampavam sirappu
Mixed_feelings , 2.0 Trailer Likes (24 hrs) - Tamil - 369k likes Hindi - 367k likes Telugu - 143k likes  Total - 879k likes
unknown_state , Lokesh kanagaraj kaga trailer partha vanga like... Ethukku na thalapathy 64... Waiting...
Mixed_feelings , Thala Da Vera Evan Da
Positive , Thalaivar padam velli villa kaana valthukkal by THALA VERIYAN VENKAT
Positive , Dhanush Fans Mattum Like here
Mixed_feelings , ennna ba innam trending la ye varala
unknown_state , Viswasam trailer parthutu nera inga varavungala hit likes
Positive , Pink Remake Than But Paravalla Thala Nala Pakalam
Negative , Enna da elarum Vanda. Vandaya kilicha aprom trend aagudhu sun pictures kekadha kadhuku headset ah
Negative , Thala: Are you vergin?? Viewers : ahaa naama play boy/girl nu ivarakkum terinchiduchaa
Positive , Nkp kaasukudhu viewsa buy Panala idhu nearmaaiya kidaitha views
Negative , Q a q q q nhi upload krte ho yaar my rajni boss
Positive , Nanum movie paka kola gandu la iruken.
Positive ," Nangge thala fans da, vijay 63 kuda nangge support panuvum. Tamilan da! Ennore tamilanne kille thaliyude mathum"
Positive , Sema trailer a Shankar sir film...bgm sema
Positive , Innum neraya neraya neraya likes varranum
Negative , VERA LEVEL SK ANNA MARANA WAITING ANNA MOVIE KU
Positive , Thala  Vera level u1ana bgm bangam da
Positive , marana mass full an full vera leval entry.....
Positive , Trending no 1 varanum Thala Fans...
Positive , Pink movie  .ajith sir version !!!!
Positive , Thalaivar oda style mass yella ithu la tha muzhusa pakka porom romba naal appro
Mixed_feelings , Msssss thala  yanga kadaul thala .....
Negative , Adei  ethukuda intha velai
Positive ," #ENRUM THALA AJITH, enrum thala thala thala thalathan solaravanga  ellarum oru like podunga"
Mixed_feelings , 72 k view 76 k like
Positive ," sema vfx, Shankar sir great"
Positive , Ena da Thala trailer trending num 2 nu kaatuthu.....y yena achu...
Positive , Neenga vilayatunathu enkita illa eman Kita super dialogue
Positive , neraya neraya neraya neraya neraya neraya
Negative , Mark my words tamil cinema ku set agathu oru padam
Positive , Vera level... Yaaru ellam marana waiting la irrukkurathu...
Positive , Theater Kaliyala  Ranakalam Avapothu   THALAIVER ROCKSSSSSSSSSSSSSSSSSSSSSSSS
Negative , Trailer nalla irukke  super thalaiva Rajini young ah irukkar
Mixed_feelings , Viswasam vs petta 🤘 Tharamana sambavam iruku 🤙
Positive , Petta parak... thalaivaaaaaaaaa we love you
Positive , Paaaaa thaaru maaru ... Thala
Positive , Veraaa maari acting ah paakka poringa guys
Positive , I want u1 luv song pls
Negative , Akshay Kumar ku pathila selfie SIVAKUMAR aa potrukalam character perfect a suit aagum.
Positive , Rangaraj Pandey rockzzzz🤗 Welcome to Tamil cinema
Positive , THALA 60 ku yaru waiting panriga like pannuga
Positive , BGM Vera level ..iruku ...u1 ..love u
Negative , itna ghatiya hai trailar lag raha hai  ko tv serial dekh rahe hai thu hai aise trailar par
Positive , Lets give a like for Nerkonda Paarvai
Mixed_feelings , Arjun real hero super sir salute sir
Positive , Thala acting king nkp Vera level mass.
Positive , Pakkka thala I luv u by surya fan
Mixed_feelings , Ovvoru framum supera iruku vaazhtukkal Shankar sir
Negative , 0.51 Sec Hollywood level la iruku
Positive , Dei yennathan negative a sonnalum Thala orutharukaga padam hit aagum aathuku naanga irukom
Positive , Kaipulla Vijay Twitter la Trending agudhu
Positive , Yarellam Neraya! Neraya! Neraya! Thadava Pakuringa
Positive , Thala mass I love you Anna
Positive ," #Ethuna Peru #enga #Advocates irukiga, #pullaarikuthu #scene lam"
Positive , Padam vera level la irukkum pola.... Conform 250 crores box office
Mixed_feelings , Apdiyellam nadakadhu...nadaka koodadhu...look at his eyes...wow!!!
Positive , Ellam ok ana last la dha...
Positive , Mass na mass pakka mass petta trailer
Positive , Mass thala  Appidi onnum nadakka koodathu   Ho Ho ho  Fantastic
Mixed_feelings ," Vijay sukran padathula vantha Maari, thala NKP la."
Positive , Give one like to rajnikanth fans
Positive , Real Time 5million + views.. Petta Paraak
Positive , Thalaivar is only one super one thalaivaaaaa...
Positive , Thala AJITH KUMAR Sir Nerkondapaarvai... Marana waiting Da..
Positive , Thalada Thalaya Minja Tamil Naatla Veara Ewanda 🤔???????
Positive , 664 k likes vanthuru marana massss thalaiver verithanam
Positive , Moratu mass karthi . Sam done good.
not-Tamil , खान तो बहुत थे पर खिलाड़ी बस एक है। the one and only mr. Akshay kumar
Positive , trailer BGM vera level asuran vettai arambam
Positive , 2.o- tamil cinema milestone if u agree like
Positive , Asuran trailer 2M good good
Mixed_feelings , @Bigil trailer vantha  Entha padamum diwaliki varlanu solliduvaanga paakringala.... Only for Thalapathy......
Negative , Intha pundaiku than built up da
Mixed_feelings , Marana mass Thrilling haa irruku pola SK Anna I love u naa
not-Tamil , Believe me rajni sir ki baat hi kuch aur hai
Positive , THALA Fan FROM   Belgium
Mixed_feelings , I Hope Hero Not  Become Mugamoodi 2
Mixed_feelings , Dai ena Padam Da eduthu vaichurukenga??? Tha Sama Da ...
Positive , SUPER STAR only rajani sir SEMA mass🤗🤗
Negative , first flope of sjankar sir..flope movie..
Positive , Why likes go slow thala bloods.... 1M likes varuma
Positive , 780k likes on d way
unknown_state , Peta nu peta ani anochuga.petta ani Petta kodila aravala? Tamil over ennenlu Ayina podu .sambar saambaare🤣🤣🤣🤣🤣🤣
unknown_state , Release in Telugu karthi Anna
Positive , Manju mam super performance love you
Negative , Monkeys Like here  Donkeys Comment
Positive , 6 days after coming fans 6:01    PM
Positive , kevala ma erku padam flop than
Positive , But thala gethu energy  epovu korayala
Negative , உத்யநதி ஸ்டாலின் ..red giant movies sun tv sun tv......corporate crimina
Positive , keka.. love from telugu rajini fans
Positive , Enga ore star thalaivar super star rajinikanth massss Vera leaval thalaiva mass pakka massssss
Positive , Vikaram sir+ bgm pullu arikkithu.marana mass waiting
Positive , Thalaivar dhanush anna
Negative , Dislike pannavagala paathi pearu vijai blood poaaala
Mixed_feelings , Sema Anna sema Anna sema Anna
Positive , Simbhu rasikan yethana per paka vanthurikingha potra like ah
Negative ," What a trailer, indian cinema va vera level ku kondupoga poguthu intha film Akshay kumar vera level Superstar"
Mixed_feelings , Oruthar mela viswasam katradhukaga innoruthara asinga paduthurom
Positive , Namakku thevai aanantha namma thaan adichu pudunga um
Negative , 2:06 vig kaiyoda vandhudumonu bayandhuten
Positive , dhanush anna kola maas   edukangada award a enga thalaiku
Positive , VIJAY ANNA FROM KARNATAKA  KICCHA SUDEEPA ANNA DIE HARD FANS ENERGETIC TRAILER
Positive , Addda dda yena trailer paa idhu
Positive , thirunelveli thala veriyarkal oru like podunga
Positive , ajith Sir neenga Vera level sir
Negative , yov poya ethanai Thadava than paakurathu ... Vera vela seiya vida maaturaru intha Aalu
unknown_state , Padam blockbuster aakumnu nenakiruvanga like pottu ponga
Positive , ada paveegala eppadi iruntha manusana ippadi akiteengalada
Positive , Superb look rajini sir and very stylish
unknown_state , Yaarelam Vijay Sethupathikaga trailer paaka vanthinga Hit Like
Positive , Ayoo..... Thala waiting la ya veri avuthu
Positive , 2.08 to 2.10 gun rotating style semma super
Positive , Romba nal aparam oru sirapana trailer
Positive , 1:55 sema thala super ah sonninga
Mixed_feelings , Rip  Krish ... Thor .. Iron man  Sakthimaan ... Badman ....
Positive , Indha maadhri padam paathu yevlo varusham aagudhu
Negative , Trailer naa ipti irukanu kappan nu oru trailer vittangale oru feel ye kedaikala athula irunthu... Chai
Positive , 326K likes in 1 HOUR
Positive , Diwali ye inaku vantha maathiri iruku
unknown_state , Petta blockbuster avum nu solraavnga like podunga
Positive , Ipo trending no 1 la entha trailer iruku
Positive , Rajini ah Romba ilamai ya  katna Karthik subburaj ku oru
Negative , Konjam mathungada otha ....like-commentunu...enda unakae theriyadha like dhan varum.Gotha
Positive , Thala padam karuththu athigama tha irukkum
Positive , Thalaaaaaaaaaaa I'm waiting for big screen marana waiting
Positive , Thalaivaaaaaa nenga nadichute irukanum ipdi Mass ah....  Atha nanga paathu rasichute irukanum thalasivaaaa....  Love you thalaivaaaa
Positive , End ley dialogue purinjitha appo sandaiya neeruthunga da pakkigala
Negative , Amy Jackson fans kill like button
Negative , Adhaan narachu pocheyyy aprm enna naraya naraya naraya nu kathura.
Positive , Kajal  Fans Subscribe
Positive , engalukku arasiyal rajini dhan pidikkadhu...acting la semmaa...Thalaivaa
Positive , Ejjaathy padam   villain voice anyaaayam
Positive , OMG kola masssssss thalaiva aaaaaa super
Positive , ena patamo ethala poiyarunga paappa . ajith fans mattuntha poi pakkanum.
Negative , Dislike pannavan Ellamea raththam kakki saavaan...
Positive , ONE MAN ARMY THALIVER MASS LEVEL
Positive ," Super Vijay Sethupathi  from a Telugu fan, Makkal selvan Da 🤘🤘"
Positive , Enna nadipu ennaa manushan yaa.. thala na thalaa taan
Positive , Bgm is like kaala poraduvom song
Negative , shabaaa ena style ma gun suthuradhu yabba sami inoruthan porandhukuda vara mudiadhu thalaivaa
Positive , BGM Ku oru like poduga
Positive , Unmai aana Thala fana irundha like pannunga
Negative , BulShit akshay tum say tu yeh umeed nahi the
Positive , Andha last dance ku ellaarum oru ò podungappa
Positive , Ini YouTube trending la en thala dha so parthutea irukalam
Positive , yuvan nengala manusana ennaaaaa adi therinkka vittinga ponga 🥰🤩
Positive , Daii Rajamoulii Summa Irunthaa Singathaa Thatti Ezhupitiyee Daaww Shankar Vera Level Pannirukuraru Daww Eppaaaa  Hollywood la illa Ithu Athuku melaaa
Positive , 2days kalachi trending la varaa modhal padam nu nenaikuren
Mixed_feelings ," Intha movie ku kandipaa ....problm varum Because nalla movie ellathukum problm varum Its a masss movie,mass bgm"
Positive , Katta waiting in keralaa SK fansss
Positive , Paruthiveeran getup la Karthi ah epo Papom nu wait panuavaga like panuga
Positive ," ln 9 minutes 88k likes , Ajith sir fans like here .."
Negative , ENPT movie ku yethana peru weit panringa ?‍
Negative , News 7 porampoku idha sarkar kuda compare pandran.  Sarkar vera level .2.0 vera level
Positive , Sankar sir love yu sir  #Flimsy Media #FlimsyMedia
unknown_state , Kola gandle irukken ....... RAJNI SIRR.........
Mixed_feelings , Rajini periyapa ninga yeppavume mass tha
Negative , Marana Mass level super star ......
Positive , Mavane kola kaandula iruken kollama vida maten🤩always showing his class and mass
Positive , tiger  is back  wadakam rajnikant ana
Positive , asuran= aadukalam+pudupettai+ wada chennai..yellame ore madirida...
Positive , Blacksheep... Namma pasanga valaradha paaka evlo sandhoshama irukku... #blacksheep #kuttymoonji #ayaz
Positive , Enna da fight scene la vachurukkenga
Positive , Age is just a number.... Thalaivaaaa......
Positive , Vera level from Karnataka fan  Thala fans 🤚🤚🤚
Negative ," This gonna be average film like sindubath, rekka for VJS"
Positive , 90s kids ku Padaiyappaku apram oru tharamana padam
Positive , Aiyoo vera leval  thalaaa mass.
not-Tamil , Or y trailer kis kis ko pasand aaya
Positive , Evankum anjatha Aluya enga thala
Mixed_feelings , Itha kadhai nu trailer eh solita mathri iruku
Negative , Teaser pathutu olu otavanungala  oora vitu odungada
Positive , THALA FILM KU VERITHANAMANA MUSIC BGM KODUKARATHU YUVAN  AGREE?
Positive , Thala da vera laval yuvan musice super
Positive , any telugu guys  jai ajith.....sema masss da
Positive ," Story ku sema expectation irukku ! Ana last la en da Blade, krish, the dark knight moonuthaiyum bit adichirukkeenga."
Positive , Last scene he is looking like nani... Ssrk rocks
Positive , Dei vengigala oru trailer kuda oluga eduka mudiyatha
Positive , Yarellam dhanush sir ah bayandhu pathinga
Positive , sivakarthikeyan&arjun....... lots of love frm kerala......<3
unknown_state , 2:11 ipo enna panaporo  sweet sapda poro
Positive , Sk fans from Karnataka State 🤩🥰🤩
Positive , Dislike potavanga nalaiku kalaila trending la parunga ... With Respect from Ak fan...
Positive , Supperb Supper  Rajini always Seemma Mass
Positive ," thalivar ,, vj sethupathi ,, simran ,trisha"
Negative , Rajini sir looking younger than 2.0
Negative , Look like ravi teja bhagiradha  movie
Positive , ethana peru indha trailer ah 50times ku mela patheenga ?
Positive , Ellam mudinju pochu nu  Ellarum solla arambikkum pothu Anikku pudusa porakuran   Namma #HERO SK.   சுயமா சிந்திக்க தெரிஞ்சவன்  தான் சூப்பர் ஹீரோ........
Mixed_feelings , sirappana tharamanna sambavatha january 10 paakaporom
