category,text
Positive , Kattaa waiting Suraj ettan  Soubikkaa  Robot ettan Japan chechi
unknown_state , LALLETAN FANS LIKE BUTTON ADICHU POTIKKE
Positive , Ejjathi MASS  Romanjam  mammookka
unknown_state , Pazhaya lalettan + pazhaya rajuettan + pazhaya achaayan nivin angane aaage motham 3.....ethin pogum ennulla  confusion aaanallo
Positive , Padam iragan eni thivasagal mathram katta waiting
Positive , Prayam oru number maathram thalivaa
Positive , Oru newcomern kittavaunna etavaum nalla role....  all d bst team
Positive , Ithu vere level trailer aanu Mone....
not-malayalam , SUPER HIT UPCOMING MOVIE.BEST OF LUCK SURAJETTA AND SAUBINCHETTA.
unknown_state , priwtiraj  enna  otta karannam  kond  like  adikuna  kure pear
Positive , Trailer repeat kandukondirikkan thonnum.. LALETTAN.. ISHTAM
Positive , Youtube adichu poi makkale.. Raja vannu......
unknown_state , Mammooka - rajuettam combo kaanan aaroke kaathirikunund???
Positive , Oru raksha illa ikka marana mass
Negative , Dialougue okke LKG piller parayunna poleyund
not-malayalam , Deii Rahul juttu Nee indha comment pathinaa like podraa
unknown_state , Padam kandathinushesham onnumkude trailer Kanan vannavarundooo
Mixed_feelings , sadaram trailer powli aayaaal film il onnum.undavilla avrg film aayi othungaarund ath pole aavathirikkatte
Negative , Trailler pora padam 8 nela pottum ane tonunee
unknown_state , Padam kandit  trailer Kanan vanath njn mathrm ano ?
not-malayalam , DIDNT ONG - BAK GET MADE ALREADY >  :-/
Positive , Pazhassi raja pole oru mega hit aavatte
Positive , Madhuraraja_3hours 86K like Lucifer_49 minutes 120K like Feel the difference
Positive , tamilnattilum No1 trending aaya first malayalam trailer..!#lalswag
Mixed_feelings , Panchavarnaa thatha poley oola padavaruthittaaaa pishuuu
Positive , Oru addar item koodi iyye padathill varan nde athe mikkavarum last avum arayya...... Twist.......
Positive , Ikka fans come on 🥰🥰🥰 ikka uyir
Positive , Surajettan &  soubinkka   powli combo
Negative , Un like Adaichavarkk Nadu viral namaskkaram
unknown_state , Dilepettan pedikarudh koode mammukka fans und okk
unknown_state , Ettane kaanan vendi vannavar undo  Podunge inge oru like
unknown_state , Lift il kudungi rakshapedunnath ano kadha yenn thoniyavar like adiche
Mixed_feelings , Trailer kaduppam odiyan pole akathirunnal mathiyayirunnu
Negative , Kashtam 27k pottanmaaru ee keralathil indello daivame... Dislike kandille.
unknown_state , Raja odi vaykkan povunnathu Akshay thomasineya
Positive , Ethu polikkum pinnalla
Positive , Polichu........Odiyan manikante varave kandoo makkaleaaa.....
Positive , ഇജ്ജാതി bgm. Vere level. Pwlichuu. Thakarthy. Mammookkka.
not-malayalam , pelo trailer parece ser muito bom! Amigos vem conhecer meu canal! Estou começando agora
Positive , Woww woww.... Katta katta waiting Lalettaaaaa
Positive , annaa njagal katta waiting aanu abudhabi dalma mallil... annanem pillarem kanan...
not-malayalam , Trending Trending Trending.........  Mamangam goes on viral
unknown_state , Ntey achyaa aaa vali onnu nirthu🤣
Positive , Pwolicheeee mammookkaa ingalu oru maha sagaram thanneyaaa
unknown_state , Daily views etrayayi enn nokan varrunavar adi like
Negative , Ennalum ithrem kashttappettu dislike adikkunnadhu enthinanavo
Positive , Sreekumar avila prithiraj ennulla viswasam und .... So all best u guys
Negative , 1:10 ee scene onnum cinemayil illa.... Pattich
unknown_state , Bilal jhoninu.  Davide ninanil ഉണ്ടായ സന്തധി deric abraham
Mixed_feelings , Mass dialogue ketittu chiri vanathu enikku mathram aano
Positive , Trailer ithanenkil padathinte kaaryam parayanundo padam koluthiyal bahubaliyude colectionkke pazhamkadha
Mixed_feelings , Verupikkal manju ullathu ozhichal baki ellam super
Negative , Odiyante triler leak cheyyum ennu parayunnavarod.....ayyappante photo veettil undenkilum swamiye kanan ellavarum malaykku thanne pokum
Positive , First Malayalam teaser to get  k likes...Lalettande mass
Negative , Manju warrier enthu koppe undakan irikuva
Positive , Mamookka eth polikkum
Negative , Dislike adukunna pooo maklkekk anta veral gift
unknown_state , Pokiri raja filim last sidheeq nte kaaal odikknnille apo avn ipravishym kaaalillathe nondi alle varande
unknown_state , Idhentha Views koodath lle. Madhuraraja okke idhillum speedil eppezho kadann poyi.....
not-malayalam , Megastar swag  17 k views  115 k likes
Positive , Polichu...  namude ലാലേട്ടൻ.. ...  rajuchettan
unknown_state , Balaalsankam.... Aaa pani njn cheyyilla... Neeyum cheyyilla
Positive , Aa urumi karakki adikkunnathu woe ROMANGIFICATION
unknown_state , Trailor angott kluch pidikunilla ellavarum support cheyyu
Positive , Randu perum vishu angot kondu poyi...... Malayalam cinema industryde uyarthu ezhunelpum
not-malayalam , So much slow mo
not-malayalam , Bst wishes nd hpy bdy ikkaa
not-malayalam , Love from karnataka
Positive , ettavum polichath bgm aanu .no raksha
Negative , Mammuni thendikal ethra dislikes adichalum Raja 8 nilayil pottum
Positive , Khalid rahman... we r katta waiting here .....
unknown_state , Thugs of hindhustan njan kandatha ...
Positive , trailer polichu ikka Marana mass
Positive , 1:51 ....VAADA ...aa oru otta shot mathi
unknown_state , 1:01 ippo manasilayile
Positive , Oru thavana kanumbozhum hype kooduvanallo Bhaghavane
unknown_state , Unni mukundan poli ikka vere
unknown_state , All the best mammukka... Ningal pwolik..
unknown_state , Ithu fan made aano pakshe lalettanunee veesham cheerillannu parayunnavar  ithu lalettanee cheeru
Positive , Njan Mohanlal fan aanenkilum....... Ikka Namichu
Negative , Koothara mass padam.. oru simbha touch
not-malayalam , DOP - GAUTHAM SANKAR ......... #schoolsenior
unknown_state , Enna friendship daykku oru cake vaangichu kodukku...
unknown_state , Prithviraj ille ee padathil?... Padam pollikum enn thonunavar like adiku..
unknown_state , Ikkante mathram pilear undangilkayy adikada...
Positive , Mass entry ekka
Mixed_feelings , kammara sambhavam madhuraraja trailer undakkiyaa aalanalle trailer undakiyathu  cinema idi akathirunnal mathi  vargam poloru padam ayalum mathi
Negative , Haters കണ്ടം vayi panjoo raja പിള്ളേരും stronga double strongalle triple strong
Positive , Ente ponnoo.. Gopi Sundar .. Ingal poliyanu bro.. Mammookane pinne enthu parayaan oru raksheellaaa
Positive , Padam polichu mass + class movie
not-malayalam , Once a king always a king  #Raja
Positive , Ikka mwuthe happy birthday   lub u
not-malayalam , Le tamilrockers...     Bring me LUCIFER
Positive , Ithupoloru kidukachi trailer njan vere kandittilla
Positive , Ikkak vinu mohan fansinte ella supportum undagumm
Positive , athoru valiya kadhayaa monee . paranju thudagiyaa......................super dialogue
Positive , Aahh kaalathille Muslim baasha enganaanoo athu polle thanneyanu lallettan ithill present cheyithirrikunnee Padam polkummmm
Negative , Ith kerala kkaraye ilakki marikkan irangunna padam...Ini theatre poorapparamb aavunnath kanich tharam..nee kandathonnumalla kettoda..
Positive , December 12   ikka Katta Waiting ikka
Negative , Bgm poaRaaa.... Goapi aanel maanthittaanelum Bgm GoosebumpS aakkum
Positive , Appol  summer vacation lucifer kondu pokum
Positive , Ithupole aayirunnu pulimurugan inte trailer..... Pinnedu nadannathuu malayala cinemaye maatimaricha charithramm ...... Waiting for Odiyan laletta
unknown_state , Ikka fans undenghil ente page onn subscribe plz
not-malayalam , fans kattoorkadavu comedy love scenes
unknown_state , Tovino machannn nivin achachanntee pillarude katta support fans  like
unknown_state , Pudiya pstr kanditu tralril rajuvettane nokkan vannavr like adi
Positive , Mammokkaaa katta waiting for this movie
Positive , Mass enn paranja pora marana mass
Negative , Mohanlal=manju Manju=mohanlal  #manju kanji kodukendi verumo??  Lalletta aduttha filmilengilum nadiye mattane plzzz.. Illengil kanji orappa!
not-malayalam , suprrbbbbb  shankar sir. you are an aset to malayalam cinema
Positive , Katta waiting  Lalettan  Rajuettan polichu heavy  Entha oru feel
unknown_state , Hindi Tamil Telugu trailerinu wait cheyyunnavar arokke?
Positive , Eth suraj ettan vaikunundengil.....etta nighalanu epo ente superstar....parayunathinekalun nammal chaidhukanikunathila vijayam ennu ketitund...proud of u....oru aniyathikutti...
Positive , Ippol thanne ethra pravashyam Kandu ennu enikkariyilla
not-malayalam , Unni ettan fans hit like
unknown_state , YouTube hang aaayi 71k Like 16k Views
Positive , BGm.. Uffffff... Romanjam.... Katta Romanjam  Epic Mamangam.. മമ്മൂക്ക  Haters.... ചാവാൻ ഒരുങ്ങിക്കോ
unknown_state , Karikkinde video vare oru divasam 5million view ivide mamangathinu endu kond aa pradhanyam kodukkunnilla
unknown_state , 212k wtf?  202 k likes and 20k dislike?
Negative , Asooyamootha laalunnikal kuthiyirunnu dislike adikkunnu .poy chaavinadaa
Positive , katta waiting mamangam njanum undakum November 21
unknown_state , Lucifer Mass kuranja strogillatha trailor.madhuraraja teaser tripple strong mass.mohanlal mass look 100/100.mammoottymass look 100/100.lucifer trailorinekkal kidilan madhuraraja teaser.
not-malayalam , Any  jayasurya Anna fan like here from Tamilnadu
Positive , From tamilnadu mamukka fan vera level
Mixed_feelings , Trailer athra pora ennalum cinema polikaneeeerrr
unknown_state , Views ethrayaayenn 5
Positive , Kidivey ennu parayunnilla athilum valuthIkka prathekshakalkkappuram
Positive , Enthoke paranjalum anu mol Dhileepettanu nallonam cherunnund
Positive , Ikka mass Kolamass no raksha
unknown_state , ith Challi annu ennu urapulavark like adikam
unknown_state , Tech and hack updates aaaii channal kannan marakallaaa..
unknown_state , TT full time Cigaretteilanallo padathil.Cigarettinodenthenkilum virodhamundo
not-malayalam , Looking like little Chekka Chevantha Vanam
not-malayalam , Waiting for kaappaan .Suriya and mohanlal combo
Positive , raja muthalla jeevana  67 vayassilum nthoru  energy  proud to be mammoka  fan
Negative , Luciferinte athrayum eatthilla ninte vatturaja pinna sunny chechie ullathu kondu kaanaaaam
Positive , kanunnathin  anusarich veendum veendum kanan thonnunu
Positive , E padathodu koodi tovino Thomas super star
unknown_state , MAMMOOKKA chakkalla  chakkidippumalla  chakkillae chorayaa nalla KATTA chorraaa...
Positive , Nalla kidilan trailer . Ithu kidukkum.wowww......
Positive , Pandaram adangan kanditu angu mathiyavanilaalo...Onnonara trailer annaaa
Positive , Ithilude enkilum tirichu varuka lalettan fans waiting....
Positive , Sreelumaram kandu padilli aampillaru cinemayedukkunnathu engane ennu
Positive , Mamangam fans show kandirikkum ad ini eath time ayalum ikkayum eattanum namukk  oru Poleyalle
Positive , aadhyamayittanu oru nmalayala sinimayude trailer ithrayum dhivasam trendingil nilkkunnath !
Positive , Kandirikum..december season jayettan lelathil angu pidichunu paranjekk kta..jayasurya fans oru like adiche....
Negative , daivame chadichooo copy sundaran analloooo  ini enthellaam kaananam
Positive , Trailer Kandal ariyam super hit aakum
Negative , Dislike adicha makkale okke onn kaanendi varum
Negative , V A sree kumar is indian film joker in malayalam industry fool poda sree kumari myre poyi chavada vatta
Negative , Trailer releasin munpe vann dislike adich pokunna kure vaanangal... 🤐 antha bayam irkattum...
Positive , lalettante mass kanam vannavar mathram  adiikku  like#latettan poli
Positive , Its wanaah great¥€¥ polichu laalettan chankanu chankidippanu lalettaan
Positive , രോമാഞ്ചം     ഇതാണ്  real megastar ilove mammukka
Positive , Mammooka ingalu powli anu ... Waiting
Positive , Inganoru adaar trailer kanditt dislike adikkan aarkka thonnukaa...even the haters cannot...ikka superb🤩
Positive , Havy Trailer enikkoru 10 like  Tharp
Positive , Idivett trailer . Mammukka ennum njangalde swantham
unknown_state , 12 varsham ithinuvendi jeevicha oraalude chorayanu ee cinema. Ellavarum nannayi varum...
Positive , lalettan annum innum kolla mass  ejjathi feel
not-malayalam , Tamil people always like mamooty sir
not-malayalam , Woooow.....  from Sri Lanka
Positive , Prithvirajnte movie alle...Appol aa oru standard prathikeshikam.... Trailer kalakki
Positive , Marakkar polichadukkum Mone kando laletta Love you
Positive , IAM LALETTAN fan but  Mammokka us marana mass
Mixed_feelings , Padam muzhuvan trailer il thanne indalla
Negative , Nala movie aayirunu..ottum flexible alaatha lalettann edhin onum patilaa..meesha pirii role thanaal ok
unknown_state , Love u lalettaa..  ithupoloru film...  malalayalathil aarkk edukkaan pattum?
unknown_state , Lahari channel subscibers orupad koodii MAMANKAM karnam
unknown_state , Ente doubt enthaan vechal  aaran ee Lucifer ?
unknown_state , Ee quliti anu Malayalam filims vadathu
Positive , Ntammo ikka pwolichu  Padam kidu Aayirikkum
unknown_state , അബ്രാം ഖുറേഷി... FaNS.. Hit The LIKE Button.. Adichu pottikeda makkale
unknown_state , 200 kodi clubil orapullavar like pls
Negative , 2.k dislikes. Nthonadey nallathine nallath enn parayanam. Kayakulam kochuniye kall Kollam
Positive , Pwli pwli entammoooo reksha illa marana mass Ettan pakka masss
Positive , Trailer ethra thavana kandunn oorma ollavarundo....kandittum kandittum mathiyaavunnillaa....ikkaa
Positive , Katta waiting mone aganeyenkilum 8or clock aayikundenkil
Negative , vishuvinu     padakkam kittathe  iriikayirunnu... ikkayudepadakkam vannappo santhoshaaayi
Positive , Katta Waiting..... Suraj Ettanteyum Saubin Sahirinteyum... Vere Level Comady Film Aaavaam
Mixed_feelings , Kanditt oru 10 Kollam mumbu irangiyenkil Hit aakenda item pole thonni... Anyways all the best Team TP
unknown_state , Entirely different dileep etta   A10 okke kanunundallo alle
unknown_state , Vada..  ithu kettu romancham vannavarku likenulla coment
not-malayalam , Tamil Die Hard Mohan Lal fan
unknown_state , 1:34 BG il blur aayt nikuna aal prithvi aayt thonyath nik mathranoo?
Positive , Polich  .   Best film in 2019
unknown_state , 0:48 nammude Pubg SLR nu vendi oru like ADI🤗🤗
Positive , ithu tanda mammoty. late aayi vandhalum latest  aayi vanthiduve da
unknown_state , Lucifer ethara view anenu nokan idaku idaku varunavaruku likean ulla sathalam
Negative , Dislike adikunavanmaruda oru thandakku vili varavu vechakke
Positive , Luccifer trailerinu 10 millionilethicha. Editarmaarile pon sooryan
Positive , Mammokka nigalude hardworkinu nalla vijayam thane kittum
not-malayalam , Better get Sam and Dean after him
Positive , Ntey mashey...... Sammadikoollalley ikka fan akann......
Mixed_feelings , Fuckin hell !! Kalakki mone !
unknown_state , Ee trailer ippo kanan varunnavar adi like..
unknown_state , Odiyan fans like here.100 CR collectn kitumnu orapullavar like
Positive , Endhinaa makkale kooduthal aa varavoru varavaraaan mmle swandham ikka
Positive , Ee onam ini arum nokkandaa ettan parayan paranju
Mixed_feelings , Trailer rum teaser rum Vidal cinema eganeya endho. Chilayidathokke VELLIMOOGA FEEL kittyavarokke adikkeda like
Positive , bilalainu david nainanu undaya nalla kolakolli item
not-malayalam , Shame on those 16 k dislikes .....
unknown_state , Kanan pattilla muthe  nmmale Malaysia  il apol vrunne
not-malayalam , #USE #HEADPHONE #FOR #BETTER QUALITY OF #BGM #GOPIYETTAN
Negative , eda rithwik nine njan theriparjilaloo ennitt ninte samkkaram kanichuvale f fff .valarthu dhosham nint ppp
Mixed_feelings , Trailer superb but odiyanum inganaarnnu
unknown_state , Unni mukundhantea oru dialogue kelkan aaaagrahichavarundo
Mixed_feelings , pinne JAPAN ne kurich parayanda ...nalu BENGALIKAL ninn randu sidelnn mannu valichu kadalilekk ittal theeravunnathe ullu
unknown_state , Stephen thanne kolam enn parayunnavar adi like
Positive , 13 minutes 94k viewers  ith polikkum
Positive , Ithoru powli powlikkum ikka marana mass.
unknown_state , 8 mani onnu vegan aavu
unknown_state , Movie kandathine shesham vannavarundengii adiyada oru Madura like
unknown_state , Ittichante vaka oru sample vedikettu koodi
not-malayalam , Just 68 years young man mammukka
